Timestamp,Open,High,Low,Close,Volume
2012-01-31 00:00:00+00:00,4.58,7.38,3.8,5.55,2012.25343589
2012-02-29 00:00:00+00:00,5.55,6.5,3.8,4.99,4761.6090813
2012-03-31 00:00:00+00:00,4.99,5.44,4.54,4.92,9049.62628191
2012-04-30 00:00:00+00:00,4.92,5.43,4.69,5.0,16484.16777244
2012-05-31 00:00:00+00:00,5.0,5.15,4.86,5.14,18520.10380101
2012-06-30 00:00:00+00:00,5.14,6.69,5.1,6.54,63694.81610669
2012-07-31 00:00:00+00:00,6.54,9.28,6.36,9.2,50656.18175026
2012-08-31 00:00:00+00:00,9.2,16.41,7.1,9.81,82848.67116895
2012-09-30 00:00:00+00:00,9.81,12.66,9.49,12.17,56093.62696716
2012-10-31 00:00:00+00:00,12.17,12.99,9.5,10.75,83104.04747408
2012-11-30 00:00:00+00:00,10.75,12.74,10.25,12.42,88752.68282991
2012-12-31 00:00:00+00:00,12.42,13.94,12.24,13.24,91377.2908879
2013-01-31 00:00:00+00:00,13.24,21.0,12.77,20.79,124484.80488994
2013-02-28 00:00:00+00:00,20.79,34.24,19.5,33.98,123510.87774069
2013-03-31 00:00:00+00:00,33.98,97.0,32.96,94.08,178272.83745384
2013-04-30 00:00:00+00:00,94.08,259.34,45.0,136.84,437933.47186852
2013-05-31 00:00:00+00:00,136.83,141.28,81.5,127.24,300589.36039921
2013-06-30 00:00:00+00:00,127.24,128.86,86.2,89.0,250031.2382886
2013-07-31 00:00:00+00:00,89.01,101.0,63.0,99.67,419753.86745611
2013-08-31 00:00:00+00:00,98.72,132.8,90.0,131.24,328441.27534982
2013-09-30 00:00:00+00:00,131.24,134.95,115.0,126.24,322672.50941772
2013-10-31 00:00:00+00:00,126.24,206.6,85.0,203.74,625096.57168529
2013-11-30 00:00:00+00:00,203.7,1163.0,200.23,1110.09,965837.6826829
2013-12-31 00:00:00+00:00,1110.09,1153.27,382.21,734.33,953353.15686456
2014-01-31 00:00:00+00:00,734.33,995.0,725.0,801.46,444928.559971
2014-02-28 00:00:00+00:00,801.46,827.38,400.0,575.5,817663.79165669
2014-03-31 00:00:00+00:00,575.5,710.0,436.0,454.0,499158.1329599
2014-04-30 00:00:00+00:00,454.0,548.0,339.79,447.56,517371.75097255
2014-05-31 00:00:00+00:00,445.23,629.4,420.27,622.0,302311.93173703
2014-06-30 00:00:00+00:00,621.01,683.26,538.38,643.41,288960.8787793
2014-07-31 00:00:00+00:00,643.5,658.88,555.9,588.5,161612.26069054
2014-08-31 00:00:00+00:00,588.98,607.2,442.0,477.78,314687.67223104
2014-09-30 00:00:00+00:00,477.75,497.0,365.2,392.64,343002.80183706
2014-10-31 00:00:00+00:00,392.83,417.99,275.0,341.82,599895.44176646
2014-11-30 00:00:00+00:00,341.82,453.92,316.61,376.43,439844.43034536
2014-12-31 00:00:00+00:00,376.43,383.0,304.99,316.67,294441.85716544
2015-01-31 00:00:00+00:00,316.67,321.0,152.4,230.59,780354.02856165
2015-02-28 00:00:00+00:00,230.58,267.92,208.48,252.0,351708.96955626
2015-03-31 00:00:00+00:00,252.0,297.95,236.4,242.92,297384.58919865
2015-04-30 00:00:00+00:00,242.92,262.98,210.0,236.76,254714.59684772
2015-05-31 00:00:00+00:00,236.69,247.01,227.01,231.52,201312.29784566
2015-06-30 00:00:00+00:00,231.5,268.0,219.03,261.78,232269.97896899
2015-07-31 00:00:00+00:00,261.7,317.99,252.4,286.11,397787.41249925003
2015-08-31 00:00:00+00:00,286.11,286.11,198.12,231.57,418565.66541576
2015-09-30 00:00:00+00:00,231.34,246.24,223.0,237.33,569485.98275971
2015-10-31 00:00:00+00:00,237.33,334.67,235.0,311.64,713856.53717602
2015-11-30 00:00:00+00:00,311.62,502.0,294.0,374.19,886726.15487833
2015-12-31 00:00:00+00:00,374.19,467.8,348.64,431.28,422649.12320094
2016-01-31 00:00:00+00:00,430.91,465.0,352.0,375.98,288372.04635443003
2016-02-29 00:00:00+00:00,375.19,447.99,364.7,435.9,216664.02664585
2016-03-31 00:00:00+00:00,435.9,437.5,382.0,416.43,157235.30346074
2016-04-30 00:00:00+00:00,416.52,470.02,412.0,449.02,121815.55977623
2016-05-31 00:00:00+00:00,449.46,548.5,435.0,522.72,135188.60074123
2016-06-30 00:00:00+00:00,522.72,778.85,518.0,664.01,287296.10902287
2016-07-31 00:00:00+00:00,662.6,704.99,605.5,631.09,118452.46361069
2016-08-31 00:00:00+00:00,632.15,632.35,465.28,571.78,147939.20461568
2016-09-30 00:00:00+00:00,571.78,628.99,566.86,604.84,91672.30316333
2016-10-31 00:00:00+00:00,604.84,717.99,604.27,704.89,100913.96726614
2016-11-30 00:00:00+00:00,704.89,755.07,670.32,741.55,154242.52620225
2016-12-31 00:00:00+00:00,741.38,980.74,740.18,963.16,172770.27429349
2017-01-31 00:00:00+00:00,963.16,1139.89,751.34,955.79,334633.61649253
2017-02-28 00:00:00+00:00,956.67,1220.0,913.73,1195.39,209911.79775014
2017-03-31 00:00:00+00:00,1198.65,1350.0,891.33,1069.99,321058.71480166
2017-04-30 00:00:00+00:00,1068.4,1347.02,1060.0,1334.83,163259.72058026
2017-05-31 00:00:00+00:00,1334.83,2760.1,1330.0,2304.63,463554.71382256
2017-06-30 00:00:00+00:00,2304.62,2980.0,2120.0,2519.89,447784.98744192
2017-07-31 00:00:00+00:00,2517.0,2938.0,1830.0,2837.44,442045.6083084
2017-08-31 00:00:00+00:00,2837.44,4765.21,2615.0,4719.85,376644.9184963
2017-09-30 00:00:00+00:00,4724.3,4979.9,2972.01,4318.07,517752.76661262
2017-10-31 00:00:00+00:00,4318.07,6420.0,4137.96,6343.37,372951.07664284
2017-11-30 00:00:00+00:00,6343.37,11395.0,5555.55,9639.17,483500.67824564
2017-12-31 00:00:00+00:00,9639.17,19666.0,9370.11,13808.19,565118.43385979
2018-01-31 00:00:00+00:00,13840.53,17234.99,9222.0,9974.52,464529.1276022
2018-02-28 00:00:00+00:00,9974.91,11780.0,5920.72,10483.3,579199.79782788
2018-03-31 00:00:00+00:00,10482.78,11688.0,6550.0,7058.0,478106.34717399
2018-04-30 00:00:00+00:00,7045.11,9755.53,6427.16,9326.6,383170.01395792
2018-05-31 00:00:00+00:00,9323.8,9948.98,7026.9,7539.49,315425.59588242
2018-06-30 00:00:00+00:00,7530.97,7790.69,5774.72,6325.68,245559.6538061
2018-07-31 00:00:00+00:00,6325.67,8496.96,6072.0,7751.32,241646.43315209
2018-08-31 00:00:00+00:00,7751.96,7777.0,5880.0,7041.0,241399.24730462
2018-09-30 00:00:00+00:00,7041.0,7411.85,6094.38,6575.99,161654.90973714
2018-10-31 00:00:00+00:00,6575.0,6756.0,6055.28,6305.0,118357.07729593
2018-11-30 00:00:00+00:00,6305.0,6544.0,3474.73,3970.2,343021.41990071
2018-12-31 00:00:00+00:00,3970.19,4265.0,3122.28,3750.76,360073.74259956
2019-01-31 00:00:00+00:00,3750.62,4112.0,3322.19,3400.32,206637.0603685
2019-02-28 00:00:00+00:00,3402.71,4190.0,3328.7,3815.17,203491.41348045
2019-03-31 00:00:00+00:00,3814.63,4130.36,3670.0,4095.43,164360.1407343
2019-04-30 00:00:00+00:00,4096.77,5627.0,4052.56,5234.42,294712.72910007
2019-05-31 00:00:00+00:00,5234.42,9096.79,5224.25,8439.24,369760.90186756
2019-06-30 00:00:00+00:00,8443.75,13880.0,7432.84,11231.06,334048.14503083
2019-07-31 00:00:00+00:00,11232.4,13200.0,9049.54,9999.82,371432.37053016
2019-08-31 00:00:00+00:00,9999.82,12325.0,9320.0,9571.07,249828.48704415
2019-09-30 00:00:00+00:00,9584.47,10949.0,7714.7,8279.81,212207.58622774
2019-10-31 00:00:00+00:00,8286.24,10350.0,7293.55,9235.75,272266.35117133
2019-11-30 00:00:00+00:00,9229.33,9586.5,6515.0,7484.43,187533.91977051
2019-12-31 00:00:00+00:00,7486.4,7772.71,6425.0,7139.78,129187.45427156
2020-01-31 00:00:00+00:00,7145.05,9570.0,6853.53,9289.11,202205.00650995
2020-02-29 00:00:00+00:00,9297.2,10500.5,8421.49,8665.35,170803.9857347
2020-03-31 00:00:00+00:00,8668.38,9219.13,3850.0,6474.59,481627.36606521
2020-04-30 00:00:00+00:00,6472.89,9485.26,6137.71,8847.01,290721.68636726
2020-05-31 00:00:00+00:00,8845.12,10074.0,8109.0,9507.95,389152.9589669
2020-06-30 00:00:00+00:00,9511.65,10429.26,8830.63,9137.69,210537.6154726
2020-07-31 00:00:00+00:00,9130.01,11457.95,8905.0,11333.56,195823.3739246
2020-08-31 00:00:00+00:00,11333.15,12473.0,10559.59,11729.64,195276.00613798
2020-09-30 00:00:00+00:00,11726.45,12065.82,9825.07,10708.78,211186.60703888
2020-10-31 00:00:00+00:00,10703.81,14100.0,10380.0,13794.24,182466.93926815
2020-11-30 00:00:00+00:00,13788.52,19864.15,13220.0,19182.23,287265.35746122
2020-12-31 00:00:00+00:00,19169.68,29300.0,17569.58,28920.98,255441.8533217
2021-01-31 00:00:00+00:00,28912.47,42000.0,27734.0,32487.61,458594.99699076
2021-02-28 00:00:00+00:00,32489.13,58354.14,32333.01,43724.75,239530.1816549
2021-03-31 00:00:00+00:00,43741.54,61781.83,43500.0,58582.36,158944.2114241
2021-04-30 00:00:00+00:00,58601.17,64895.22,47004.2,57098.08,139436.88887224
2021-05-31 00:00:00+00:00,57092.42,59603.0,30066.0,36907.65,210064.3136653
2021-06-30 00:00:00+00:00,36903.62,41341.57,28600.0,34780.49,143938.56072363
2021-07-31 00:00:00+00:00,34786.46,42411.32,29296.39,41335.16,80418.08217585
2021-08-31 00:00:00+00:00,41317.48,50562.11,37300.0,47321.52,80413.50047533
2021-09-30 00:00:00+00:00,47306.81,52956.47,39573.21,43540.0,70069.98010061
2021-10-31 00:00:00+00:00,43545.62,67016.5,43094.68,60730.85,79149.8625657
2021-11-30 00:00:00+00:00,60726.59,69000.0,53308.93,58349.19,72120.02050586
