Timestamp,Open,High,Low,Close,Volume
2021-12-31 00:00:00+00:00,58383.09,59099.64,41967.5,46648.83,71785.05584799
2022-01-31 00:00:00+00:00,46659.24,47989.0,32950.72,38479.91,71899.99316572
2022-02-28 00:00:00+00:00,38495.66,45850.0,34324.05,41233.87,57380.73682106
2022-03-31 00:00:00+00:00,41228.49,48234.0,37169.52,45622.39,58763.17822661
2022-04-30 00:00:00+00:00,45617.11,47458.48,37701.0,38487.71,44056.48532558
2022-05-31 00:00:00+00:00,38484.87,40050.19,25401.05,31610.61,101260.23960562
2022-06-30 00:00:00+00:00,31610.61,31962.79,17592.78,18901.6,106576.31850953
2022-07-31 00:00:00+00:00,18892.96,24676.0,18595.6,23837.21,74680.83536261
2022-08-31 00:00:00+00:00,23848.21,25212.0,19526.0,20219.0,47733.30210383
2022-09-30 00:00:00+00:00,20222.0,22781.0,18157.0,19495.0,69753.68501266
2022-10-31 00:00:00+00:00,19486.0,21078.0,18183.0,20368.0,41439.48859683
2022-11-30 00:00:00+00:00,20364.0,21473.0,15479.0,16926.0,104488.59381786
2022-12-31 00:00:00+00:00,16924.0,18373.0,16293.0,16567.0,56088.35203051
2023-01-31 00:00:00+00:00,16567.0,23954.0,16471.0,23171.0,66320.27104302
2023-02-28 00:00:00+00:00,23170.0,25270.0,21376.0,23485.0,52595.32439011
2023-03-31 00:00:00+00:00,23486.0,29380.0,19569.0,28460.0,91293.2104313
2023-04-30 00:00:00+00:00,28462.0,31035.0,26981.0,29383.0,54257.14084866
2023-05-31 00:00:00+00:00,29374.0,29851.0,25800.0,27020.0,56558.53819176
2023-06-30 00:00:00+00:00,27024.0,31458.0,24756.0,30368.0,71551.9162833
2023-07-31 00:00:00+00:00,30364.0,31818.0,28842.0,29157.0,42732.81486405
2023-08-31 00:00:00+00:00,29153.0,30210.0,25350.0,26181.0,49687.89486586
2023-09-30 00:00:00+00:00,26147.0,27486.0,24920.0,27031.0,41507.07942807
2023-10-31 00:00:00+00:00,27031.0,35198.0,26533.0,34553.0,54795.56290504
2023-11-30 00:00:00+00:00,34541.0,38457.0,34102.0,37750.0,47354.78749288
2023-12-31 00:00:00+00:00,37750.0,44729.0,37619.0,42639.0,52898.75724539
2024-01-31 00:00:00+00:00,42652.0,49048.0,38505.0,43500.0,76690.93493603
2024-02-29 00:00:00+00:00,43500.0,64000.0,41859.0,60775.0,60701.55689144
2024-03-31 00:00:00+00:00,60791.0,73794.0,59313.0,71034.0,91665.33521704
2024-04-30 00:00:00+00:00,71088.0,72756.0,59068.0,59150.0,62854.23631911
2024-05-31 00:00:00+00:00,59160.0,71958.0,56500.0,67580.0,50415.87703833
2024-06-30 00:00:00+00:00,67584.0,71949.0,58456.0,61940.0,47555.72745399
2024-07-31 00:00:00+00:00,61931.0,70016.0,53550.0,65243.0,62827.71293164
2024-08-31 00:00:00+00:00,65228.0,65568.0,49577.0,58856.0,79937.43578756
2024-09-30 00:00:00+00:00,58857.0,66508.0,52546.0,63302.0,51718.69534437
2024-10-31 00:00:00+00:00,63331.0,73600.0,58867.0,70231.0,50183.88515565
2024-11-30 00:00:00+00:00,70202.0,99800.0,66798.0,96441.0,109139.40734485
2024-12-31 00:00:00+00:00,96471.0,108364.0,91315.0,93381.0,64130.81864051
2025-01-31 00:00:00+00:00,93347.0,109356.0,89164.0,102412.0,54258.23337024
2025-02-28 00:00:00+00:00,102408.0,102754.0,78197.0,84321.0,46906.1857732
2025-03-31 00:00:00+00:00,84316.0,95152.0,76600.0,82538.0,53630.65816574
2025-04-30 00:00:00+00:00,82537.0,95857.0,74434.0,94181.0,49148.62903918
2025-05-31 00:00:00+00:00,94181.0,112000.0,93376.0,104646.0,36738.41820356
2025-06-30 00:00:00+00:00,104646.0,110587.0,98240.0,107179.0,27483.85014526
2025-07-31 00:00:00+00:00,107164.0,123236.0,105130.0,115750.0,41496.74772254
2025-08-31 00:00:00+00:00,115749.0,124517.0,107389.0,108269.0,48051.45315581
2025-09-30 00:00:00+00:00,108268.0,117968.0,107270.0,114065.0,46196.05779606
2025-10-31 00:00:00+00:00,114079.0,126272.0,103530.0,109554.0,70012.31169906
2025-11-30 00:00:00+00:00,109554.0,111129.0,80537.0,90382.0,88160.27195198
2025-12-31 00:00:00+00:00,90369.0,92328.0,83814.0,91357.0,8886.706239
